Serial number: 553132313031082E13,,,,,,,,,,,
Software version: 3.0,,,,,,,,,,,
,,,,,,,,,,,
millis,stampunix,datetime,RH,tempC,CH4smV, CH4rmV, VbatmV, K33_RH, K33_Temp, K33_CO2, SampleNumber
1939999,1710778740, 2024/3/18 16:19:0,51.16,30.37,721.88,2668.31,4194.34,34.58,35.71,2603,969
1941999,1710778742, 2024/3/18 16:19:2,51.18,30.35,722.06,2668.5,4194.34,34.58,35.71,2603,970
1944000,1710778744, 2024/3/18 16:19:4,51.16,30.36,723,2669.06,4179.69,34.53,35.72,2600,971
1946000,1710778746, 2024/3/18 16:19:6,51.18,30.39,723,2669.06,4179.69,34.53,35.72,2600,972
1947999,1710778748, 2024/3/18 16:19:8,51.17,30.37,723.38,2669.25,4179.69,34.53,35.72,2600,973
1949999,1710778750, 2024/3/18 16:19:10,51.18,30.39,723.75,2669.25,4179.69,34.53,35.72,2600,974
1952000,1710778752, 2024/3/18 16:19:12,51.14,30.39,723.94,2669.25,4179.69,34.53,35.72,2600,975
1953998,1710778754, 2024/3/18 16:19:14,51.15,30.38,724.13,2669.25,4179.69,34.53,35.72,2600,976
1955999,1710778756, 2024/3/18 16:19:16,51.14,30.39,724.5,2669.44,4179.69,34.53,35.72,2600,977
1957999,1710778758, 2024/3/18 16:19:18,51.11,30.39,724.13,2668.69,4194.34,34.53,35.72,2600,978
1960000,1710778760, 2024/3/18 16:19:20,51.15,30.39,724.31,2668.87,4194.34,34.53,35.72,2600,979
1961999,1710778762, 2024/3/18 16:19:22,51.13,30.4,724.88,2668.87,4194.34,34.53,35.72,2600,980
1963999,1710778764, 2024/3/18 16:19:24,51.14,30.39,725.63,2669.25,4179.69,34.48,35.76,2604,981
1965999,1710778766, 2024/3/18 16:19:26,51.11,30.4,725.81,2669.44,4184.57,34.48,35.76,2604,982
1967998,1710778768, 2024/3/18 16:19:28,51.11,30.41,726.19,2669.62,4179.69,34.48,35.76,2604,983
1969998,1710778770, 2024/3/18 16:19:30,51.13,30.4,726.38,2669.44,4179.69,34.48,35.76,2604,984
1971999,1710778772, 2024/3/18 16:19:32,51.13,30.43,726.75,2669.44,4179.69,34.48,35.76,2604,985
1973999,1710778774, 2024/3/18 16:19:34,51.11,30.4,726.94,2669.62,4179.69,34.48,35.76,2604,986
1976000,1710778776, 2024/3/18 16:19:36,51.12,30.39,727.31,2669.81,4179.69,34.48,35.76,2604,987
1978000,1710778778, 2024/3/18 16:19:38,51.14,30.42,726.94,2669.06,4194.34,34.48,35.76,2604,988
1979999,1710778780, 2024/3/18 16:19:40,51.11,30.41,727.31,2669.25,4194.34,34.48,35.76,2604,989
1981999,1710778782, 2024/3/18 16:19:42,51.1,30.43,727.5,2669.06,4194.34,34.48,35.76,2604,990
1984000,1710778784, 2024/3/18 16:19:44,51.12,30.43,728.44,2669.62,4179.69,34.44,35.78,2606,991
1985999,1710778786, 2024/3/18 16:19:46,51.1,30.43,728.81,2670,4179.69,34.44,35.78,2606,992
1987999,1710778788, 2024/3/18 16:19:48,51.07,30.42,728.81,2670,4179.69,34.44,35.78,2606,993
1989999,1710778790, 2024/3/18 16:19:50,51.07,30.42,729,2670,4179.69,34.44,35.78,2606,994
1991999,1710778792, 2024/3/18 16:19:52,51.05,30.42,729.56,2669.81,4179.69,34.44,35.78,2606,995
1993999,1710778794, 2024/3/18 16:19:54,51.1,30.44,729.75,2669.81,4179.69,34.44,35.78,2606,996
1995999,1710778796, 2024/3/18 16:19:56,51.07,30.42,730.13,2669.81,4179.69,34.44,35.78,2606,997
1997999,1710778798, 2024/3/18 16:19:58,51.1,30.43,729.56,2669.62,4194.34,34.44,35.78,2606,998
1999998,1710778800, 2024/3/18 16:20:0,51.09,30.42,729.94,2669.44,4194.34,34.44,35.78,2606,999
2001998,1710778802, 2024/3/18 16:20:2,51.05,30.44,730.31,2669.44,4194.34,34.44,35.78,2606,1000
2003998,1710778804, 2024/3/18 16:20:4,51.07,30.44,731.06,2670.37,4179.69,34.4,35.8,2602,1001
2005999,1710778806, 2024/3/18 16:20:6,51.08,30.46,731.25,2670.19,4179.69,34.4,35.8,2602,1002
2007999,1710778808, 2024/3/18 16:20:8,51.06,30.46,731.44,2670.19,4179.69,34.4,35.8,2602,1003
2010000,1710778810, 2024/3/18 16:20:10,51.07,30.46,732,2670.37,4179.69,34.4,35.8,2602,1004
2011999,1710778812, 2024/3/18 16:20:12,51.06,30.46,732.19,2670.19,4179.69,34.4,35.8,2602,1005
2013999,1710778814, 2024/3/18 16:20:14,51.04,30.46,732.19,2670.19,4184.57,34.4,35.8,2602,1006
2015998,1710778816, 2024/3/18 16:20:16,51.05,30.45,732.56,2670.37,4179.69,34.4,35.8,2602,1007
2017999,1710778818, 2024/3/18 16:20:18,51.04,30.46,732.38,2669.81,4194.34,34.4,35.8,2602,1008
2020000,1710778820, 2024/3/18 16:20:20,51.02,30.46,732.56,2669.81,4194.34,34.4,35.8,2602,1009
2021999,1710778822, 2024/3/18 16:20:22,51,30.47,732.94,2670,4194.34,34.4,35.8,2602,1010
2024000,1710778824, 2024/3/18 16:20:24,51.04,30.46,733.5,2670.37,4179.69,34.35,35.83,2606,1011
2026000,1710778826, 2024/3/18 16:20:26,51.02,30.49,733.88,2670.75,4179.69,34.35,35.83,2606,1012
2027999,1710778828, 2024/3/18 16:20:28,51.02,30.47,734.06,2670.94,4179.69,34.35,35.83,2606,1013
2029999,1710778830, 2024/3/18 16:20:30,51.02,30.48,734.25,2670.56,4179.69,34.35,35.83,2606,1014
2031998,1710778832, 2024/3/18 16:20:32,51.01,30.47,734.63,2670.37,4184.57,34.35,35.83,2606,1015
2033999,1710778834, 2024/3/18 16:20:34,51,30.48,734.81,2670.56,4179.69,34.35,35.83,2606,1016
2035999,1710778836, 2024/3/18 16:20:36,50.99,30.48,735.19,2670.75,4179.69,34.35,35.83,2606,1017
2037999,1710778838, 2024/3/18 16:20:38,50.98,30.47,734.81,2670.19,4194.34,34.35,35.83,2606,1018
2039999,1710778840, 2024/3/18 16:20:40,50.98,30.48,735,2670.19,4194.34,34.35,35.83,2606,1019
2041999,1710778842, 2024/3/18 16:20:42,51.02,30.51,735.38,2670.37,4194.34,34.35,35.83,2606,1020
2044000,1710778844, 2024/3/18 16:20:44,50.99,30.47,736.13,2670.75,4179.69,34.31,35.85,2605,1021
2045999,1710778846, 2024/3/18 16:20:46,51,30.5,736.5,2671.12,4184.57,34.31,35.85,2605,1022
2047998,1710778848, 2024/3/18 16:20:48,50.94,30.48,736.5,2671.12,4179.69,34.31,35.85,2605,1023
2049998,1710778850, 2024/3/18 16:20:50,50.96,30.48,736.69,2670.94,4179.69,34.31,35.85,2605,1024
2051999,1710778852, 2024/3/18 16:20:52,50.99,30.51,737.25,2671.12,4179.69,34.31,35.85,2605,1025
2054000,1710778854, 2024/3/18 16:20:54,50.97,30.51,737.44,2670.94,4179.69,34.31,35.85,2605,1026
2055999,1710778856, 2024/3/18 16:20:56,50.97,30.48,737.63,2671.12,4179.69,34.31,35.85,2605,1027
2057999,1710778858, 2024/3/18 16:20:58,50.98,30.52,737.44,2670.56,4194.34,34.31,35.85,2605,1028
2059999,1710778860, 2024/3/18 16:21:0,50.97,30.54,737.63,2670.56,4194.34,34.31,35.85,2605,1029
2062000,1710778862, 2024/3/18 16:21:2,50.95,30.53,737.63,2670.75,4194.34,34.31,35.85,2605,1030
2063998,1710778864, 2024/3/18 16:21:4,50.97,30.51,738.75,2671.31,4179.69,34.25,35.9,2605,1031
2065999,1710778866, 2024/3/18 16:21:6,50.95,30.51,738.94,2671.31,4179.69,34.25,35.9,2605,1032
2067998,1710778868, 2024/3/18 16:21:8,50.96,30.53,739.13,2671.12,4179.69,34.25,35.9,2605,1033
2069999,1710778870, 2024/3/18 16:21:10,50.97,30.52,739.31,2671.5,4179.69,34.25,35.9,2605,1034
2071999,1710778872, 2024/3/18 16:21:12,50.94,30.54,739.69,2671.12,4179.69,34.25,35.9,2605,1035
2073999,1710778874, 2024/3/18 16:21:14,50.93,30.54,739.88,2671.5,4184.57,34.25,35.9,2605,1036
2075999,1710778876, 2024/3/18 16:21:16,50.93,30.52,740.06,2671.5,4179.69,34.25,35.9,2605,1037
2077999,1710778878, 2024/3/18 16:21:18,50.92,30.54,739.88,2670.94,4194.34,34.25,35.9,2605,1038
2080000,1710778880, 2024/3/18 16:21:20,50.91,30.54,740.25,2670.94,4194.34,34.25,35.9,2605,1039
2081999,1710778882, 2024/3/18 16:21:22,50.91,30.54,740.44,2671.12,4194.34,34.25,35.9,2605,1040
2083998,1710778884, 2024/3/18 16:21:24,50.88,30.53,741.38,2671.69,4179.69,34.21,35.92,2607,1041
2085999,1710778886, 2024/3/18 16:21:26,50.93,30.55,741.56,2671.5,4179.69,34.21,35.92,2607,1042
2087999,1710778888, 2024/3/18 16:21:28,50.89,30.54,741.75,2671.69,4179.69,34.21,35.92,2607,1043
2089999,1710778890, 2024/3/18 16:21:30,50.92,30.57,741.94,2671.87,4179.69,34.21,35.92,2607,1044
2091999,1710778892, 2024/3/18 16:21:32,50.88,30.56,742.31,2671.5,4179.69,34.21,35.92,2607,1045
2093999,1710778894, 2024/3/18 16:21:34,50.88,30.54,742.5,2671.5,4184.57,34.21,35.92,2607,1046
2096000,1710778896, 2024/3/18 16:21:36,50.87,30.55,742.88,2671.69,4179.69,34.21,35.92,2607,1047
2097998,1710778898, 2024/3/18 16:21:38,50.87,30.55,742.5,2671.31,4194.34,34.21,35.92,2607,1048
2099999,1710778900, 2024/3/18 16:21:40,50.86,30.55,742.69,2671.12,4194.34,34.21,35.92,2607,1049
2101999,1710778902, 2024/3/18 16:21:42,50.9,30.56,742.88,2671.31,4194.34,34.21,35.92,2607,1050
2104000,1710778904, 2024/3/18 16:21:44,50.91,30.59,743.81,2672.06,4179.69,34.16,35.94,2612,1051
2105999,1710778906, 2024/3/18 16:21:46,50.86,30.57,744,2672.06,4179.69,34.16,35.94,2612,1052
2107999,1710778908, 2024/3/18 16:21:48,50.85,30.58,744.19,2672.25,4179.69,34.16,35.94,2612,1053
2109999,1710778910, 2024/3/18 16:21:50,50.87,30.61,744.56,2671.87,4179.69,34.16,35.94,2612,1054
2112000,1710778912, 2024/3/18 16:21:52,50.88,30.59,744.94,2672.25,4179.69,34.16,35.94,2612,1055
2113999,1710778914, 2024/3/18 16:21:54,50.87,30.56,745.13,2671.87,4179.69,34.16,35.94,2612,1056
2116000,1710778916, 2024/3/18 16:21:56,50.85,30.56,745.31,2672.06,4179.69,34.16,35.94,2612,1057
2117999,1710778918, 2024/3/18 16:21:58,50.85,30.59,744.94,2671.69,4194.34,34.16,35.94,2612,1058
2119999,1710778920, 2024/3/18 16:22:0,50.84,30.6,745.13,2671.69,4194.34,34.16,35.94,2612,1059
2122000,1710778922, 2024/3/18 16:22:2,50.83,30.6,745.69,2671.69,4194.34,34.16,35.94,2612,1060
2123999,1710778924, 2024/3/18 16:22:4,50.85,30.58,746.44,2672.44,4179.69,34.11,35.96,2610,1061
2126000,1710778926, 2024/3/18 16:22:6,50.83,30.6,746.63,2672.25,4179.69,34.11,35.96,2610,1062
2127998,1710778928, 2024/3/18 16:22:8,50.83,30.62,747,2672.25,4179.69,34.11,35.96,2610,1063
2129999,1710778930, 2024/3/18 16:22:10,50.83,30.6,747.19,2672.44,4179.69,34.11,35.96,2610,1064
2131999,1710778932, 2024/3/18 16:22:12,50.83,30.6,747.38,2672.44,4179.69,34.11,35.96,2610,1065
2133999,1710778934, 2024/3/18 16:22:14,50.81,30.59,747.56,2672.44,4179.69,34.11,35.96,2610,1066
2135999,1710778936, 2024/3/18 16:22:16,50.82,30.6,747.94,2672.44,4179.69,34.11,35.96,2610,1067
2137999,1710778938, 2024/3/18 16:22:18,50.78,30.6,747.38,2672.06,4194.34,34.11,35.96,2610,1068
2139999,1710778940, 2024/3/18 16:22:20,50.77,30.62,747.75,2672.06,4194.34,34.11,35.96,2610,1069
2141999,1710778942, 2024/3/18 16:22:22,50.77,30.62,747.94,2671.69,4194.34,34.11,35.96,2610,1070
2144000,1710778944, 2024/3/18 16:22:24,50.79,30.61,748.88,2672.62,4179.69,34.06,35.99,2611,1071
2145999,1710778946, 2024/3/18 16:22:26,50.8,30.63,749.06,2672.62,4184.57,34.06,35.99,2611,1072
2147998,1710778948, 2024/3/18 16:22:28,50.79,30.62,749.44,2672.62,4179.69,34.06,35.99,2611,1073
2149998,1710778950, 2024/3/18 16:22:30,50.8,30.61,749.63,2672.81,4184.57,34.06,35.99,2611,1074
2151999,1710778952, 2024/3/18 16:22:32,50.77,30.63,749.81,2672.62,4179.69,34.06,35.99,2611,1075
2153999,1710778954, 2024/3/18 16:22:34,50.77,30.62,750.19,2672.81,4179.69,34.06,35.99,2611,1076
2156000,1710778956, 2024/3/18 16:22:36,50.76,30.63,750.38,2672.81,4179.69,34.06,35.99,2611,1077
2157999,1710778958, 2024/3/18 16:22:38,50.74,30.62,750,2672.06,4194.34,34.06,35.99,2611,1078
2160000,1710778960, 2024/3/18 16:22:40,50.75,30.63,750.19,2672.25,4194.34,34.06,35.99,2611,1079
2161999,1710778962, 2024/3/18 16:22:42,50.75,30.64,750.38,2672.25,4194.34,34.06,35.99,2611,1080
2163999,1710778964, 2024/3/18 16:22:44,50.72,30.65,751.31,2673,4179.69,34.01,36.01,2609,1081
2165999,1710778966, 2024/3/18 16:22:46,50.74,30.63,751.5,2673,4179.69,34.01,36.01,2609,1082
2167999,1710778968, 2024/3/18 16:22:48,50.75,30.64,751.88,2673,4179.69,34.01,36.01,2609,1083
2170000,1710778970, 2024/3/18 16:22:50,50.73,30.63,752.06,2673,4179.69,34.01,36.01,2609,1084
2171999,1710778972, 2024/3/18 16:22:52,50.72,30.63,752.25,2673.19,4179.69,34.01,36.01,2609,1085
2173999,1710778974, 2024/3/18 16:22:54,50.74,30.65,752.63,2673,4179.69,34.01,36.01,2609,1086
2175998,1710778976, 2024/3/18 16:22:56,50.74,30.67,752.81,2673,4179.69,34.01,36.01,2609,1087
2177999,1710778978, 2024/3/18 16:22:58,50.74,30.63,752.63,2672.62,4194.34,34.01,36.01,2609,1088
2179999,1710778980, 2024/3/18 16:23:0,50.7,30.66,752.81,2672.62,4194.34,34.01,36.01,2609,1089
2181999,1710778982, 2024/3/18 16:23:2,50.7,30.67,752.81,2672.62,4194.34,34.01,36.01,2609,1090
2184000,1710778984, 2024/3/18 16:23:4,50.7,30.67,753.94,2673.19,4179.69,33.97,36.04,2616,1091
2185999,1710778986, 2024/3/18 16:23:6,50.71,30.66,754.13,2673.38,4179.69,33.97,36.04,2616,1092
2187999,1710778988, 2024/3/18 16:23:8,50.68,30.67,754.31,2673.19,4184.57,33.97,36.04,2616,1093
2189999,1710778990, 2024/3/18 16:23:10,50.69,30.67,754.5,2673.56,4184.57,33.97,36.04,2616,1094
2192000,1710778992, 2024/3/18 16:23:12,50.7,30.67,754.88,2673.19,4179.69,33.97,36.04,2616,1095
2193998,1710778994, 2024/3/18 16:23:14,50.68,30.67,755.06,2673.38,4184.57,33.97,36.04,2616,1096
2195999,1710778996, 2024/3/18 16:23:16,50.7,30.67,755.44,2673.56,4179.69,33.97,36.04,2616,1097
2197999,1710778998, 2024/3/18 16:23:18,50.67,30.67,755.25,2672.81,4194.34,33.97,36.04,2616,1098
2199999,1710779000, 2024/3/18 16:23:20,50.69,30.67,755.44,2672.81,4194.34,33.97,36.04,2616,1099
2201999,1710779002, 2024/3/18 16:23:22,50.68,30.69,755.63,2673,4194.34,33.97,36.04,2616,1100
2203999,1710779004, 2024/3/18 16:23:24,50.68,30.68,756.56,2673.38,4179.69,33.91,36.07,2623,1101
2205999,1710779006, 2024/3/18 16:23:26,50.68,30.69,756.75,2673.38,4179.69,33.91,36.07,2623,1102
2207998,1710779008, 2024/3/18 16:23:28,50.7,30.69,756.94,2673.75,4179.69,33.91,36.07,2623,1103
2209999,1710779010, 2024/3/18 16:23:30,50.69,30.7,757.31,2673.56,4184.57,33.91,36.07,2623,1104
2211999,1710779012, 2024/3/18 16:23:32,50.65,30.7,757.31,2673.75,4179.69,33.91,36.07,2623,1105
2213999,1710779014, 2024/3/18 16:23:34,50.65,30.68,757.5,2673.56,4184.57,33.91,36.07,2623,1106
2216000,1710779016, 2024/3/18 16:23:36,50.63,30.71,757.69,2673.75,4184.57,33.91,36.07,2623,1107
2217999,1710779018, 2024/3/18 16:23:38,50.62,30.7,757.69,2673.19,4194.34,33.91,36.07,2623,1108
2219999,1710779020, 2024/3/18 16:23:40,50.66,30.71,757.69,2673.19,4194.34,33.91,36.07,2623,1109
2221999,1710779022, 2024/3/18 16:23:42,50.63,30.71,758.06,2673.19,4194.34,33.91,36.07,2623,1110
2223998,1710779024, 2024/3/18 16:23:44,50.65,30.69,758.81,2673.38,4179.69,33.87,36.08,2611,1111
2225999,1710779026, 2024/3/18 16:23:46,50.62,30.71,759,2673.94,4179.69,33.87,36.08,2611,1112
2227999,1710779028, 2024/3/18 16:23:48,50.62,30.71,759.19,2673.75,4179.69,33.87,36.08,2611,1113
2229999,1710779030, 2024/3/18 16:23:50,50.57,30.72,759.56,2673.75,4179.69,33.87,36.08,2611,1114
2231999,1710779032, 2024/3/18 16:23:52,50.62,30.71,759.94,2673.75,4179.69,33.87,36.08,2611,1115
2233999,1710779034, 2024/3/18 16:23:54,50.6,30.7,759.94,2673.94,4179.69,33.87,36.08,2611,1116
2235999,1710779036, 2024/3/18 16:23:56,50.6,30.71,760.5,2673.94,4179.69,33.87,36.08,2611,1117
2237999,1710779038, 2024/3/18 16:23:58,50.59,30.71,759.94,2673.75,4194.34,33.87,36.08,2611,1118
2240000,1710779040, 2024/3/18 16:24:0,50.6,30.71,760.13,2673.38,4194.34,33.87,36.08,2611,1119
2241998,1710779042, 2024/3/18 16:24:2,50.57,30.73,760.31,2673.56,4194.34,33.87,36.08,2611,1120
2243998,1710779044, 2024/3/18 16:24:4,50.59,30.73,761.25,2673.94,4179.69,33.81,36.1,2611,1121
2245999,1710779046, 2024/3/18 16:24:6,50.59,30.72,761.63,2673.94,4179.69,33.81,36.1,2611,1122
2248000,1710779048, 2024/3/18 16:24:8,50.59,30.74,761.63,2674.12,4179.69,33.81,36.1,2611,1123
2249999,1710779050, 2024/3/18 16:24:10,50.58,30.73,762.19,2674.12,4179.69,33.81,36.1,2611,1124
2251999,1710779052, 2024/3/18 16:24:12,50.58,30.75,762.19,2673.94,4179.69,33.81,36.1,2611,1125
2253999,1710779054, 2024/3/18 16:24:14,50.57,30.74,762.56,2674.31,4184.57,33.81,36.1,2611,1126
2256000,1710779056, 2024/3/18 16:24:16,50.56,30.76,762.56,2674.12,4179.69,33.81,36.1,2611,1127
2257999,1710779058, 2024/3/18 16:24:18,50.57,30.75,762.19,2673.75,4194.34,33.81,36.1,2611,1128
2259999,1710779060, 2024/3/18 16:24:20,50.56,30.73,762.56,2673.75,4194.34,33.81,36.1,2611,1129
2261999,1710779062, 2024/3/18 16:24:22,50.55,30.74,762.75,2673.56,4194.34,33.81,36.1,2611,1130
2264000,1710779064, 2024/3/18 16:24:24,50.54,30.76,763.5,2674.31,4179.69,33.77,36.13,2615,1131
2266000,1710779066, 2024/3/18 16:24:26,50.52,30.73,763.69,2674.31,4179.69,33.77,36.13,2615,1132
2267999,1710779068, 2024/3/18 16:24:28,50.51,30.75,764.06,2674.31,4179.69,33.77,36.13,2615,1133
2269999,1710779070, 2024/3/18 16:24:30,50.52,30.74,764.06,2674.31,4179.69,33.77,36.13,2615,1134
2271998,1710779072, 2024/3/18 16:24:32,50.51,30.74,764.25,2674.5,4179.69,33.77,36.13,2615,1135
2273999,1710779074, 2024/3/18 16:24:34,50.51,30.74,764.63,2674.5,4184.57,33.77,36.13,2615,1136
2275999,1710779076, 2024/3/18 16:24:36,50.52,30.75,764.81,2674.69,4179.69,33.77,36.13,2615,1137
2277999,1710779078, 2024/3/18 16:24:38,50.53,30.77,764.44,2673.94,4194.34,33.77,36.13,2615,1138
2279999,1710779080, 2024/3/18 16:24:40,50.52,30.76,764.63,2673.94,4194.34,33.77,36.13,2615,1139
2281999,1710779082, 2024/3/18 16:24:42,50.53,30.77,764.81,2673.94,4194.34,33.77,36.13,2615,1140
2283999,1710779084, 2024/3/18 16:24:44,50.51,30.76,765.75,2674.5,4179.69,33.72,36.15,2616,1141
2285999,1710779086, 2024/3/18 16:24:46,50.52,30.76,765.75,2674.5,4179.69,33.72,36.15,2616,1142
2287998,1710779088, 2024/3/18 16:24:48,50.49,30.75,765.94,2674.69,4179.69,33.72,36.15,2616,1143
2289998,1710779090, 2024/3/18 16:24:50,50.49,30.78,766.13,2674.87,4179.69,33.72,36.15,2616,1144
2291999,1710779092, 2024/3/18 16:24:52,50.51,30.79,766.31,2674.69,4179.69,33.72,36.15,2616,1145
2293999,1710779094, 2024/3/18 16:24:54,50.5,30.76,766.5,2674.5,4179.69,33.72,36.15,2616,1146
2295999,1710779096, 2024/3/18 16:24:56,50.5,30.79,766.69,2674.87,4179.69,33.72,36.15,2616,1147
2297999,1710779098, 2024/3/18 16:24:58,50.51,30.77,766.5,2674.31,4194.34,33.72,36.15,2616,1148
2299999,1710779100, 2024/3/18 16:25:0,50.46,30.78,766.5,2674.12,4194.34,33.72,36.15,2616,1149
2301999,1710779102, 2024/3/18 16:25:2,50.47,30.79,766.69,2674.12,4194.34,33.72,36.15,2616,1150
2304000,1710779104, 2024/3/18 16:25:4,50.47,30.77,767.44,2674.69,4179.69,33.68,36.16,2616,1151
2305999,1710779106, 2024/3/18 16:25:6,50.45,30.76,767.81,2674.87,4179.69,33.68,36.16,2616,1152
2307998,1710779108, 2024/3/18 16:25:8,50.49,30.78,768,2674.87,4179.69,33.68,36.16,2616,1153
2309999,1710779110, 2024/3/18 16:25:10,50.48,30.78,768.19,2674.87,4179.69,33.68,36.16,2616,1154
2311999,1710779112, 2024/3/18 16:25:12,50.47,30.79,768.19,2674.87,4179.69,33.68,36.16,2616,1155
2314000,1710779114, 2024/3/18 16:25:14,50.44,30.79,768.56,2674.87,4184.57,33.68,36.16,2616,1156
2315999,1710779116, 2024/3/18 16:25:16,50.44,30.79,768.56,2675.06,4179.69,33.68,36.16,2616,1157
2317999,1710779118, 2024/3/18 16:25:18,50.45,30.79,768.38,2674.31,4194.34,33.68,36.16,2616,1158
2319998,1710779120, 2024/3/18 16:25:20,50.46,30.79,768.56,2674.5,4194.34,33.68,36.16,2616,1159
2321999,1710779122, 2024/3/18 16:25:22,50.44,30.8,768.56,2674.5,4194.34,33.68,36.16,2616,1160
2323998,1710779124, 2024/3/18 16:25:24,50.41,30.79,769.5,2675.25,4179.69,33.62,36.19,2616,1161
2325999,1710779126, 2024/3/18 16:25:26,50.45,30.79,769.5,2675.06,4179.69,33.62,36.19,2616,1162
2327999,1710779128, 2024/3/18 16:25:28,50.42,30.8,769.88,2675.25,4184.57,33.62,36.19,2616,1163
2329999,1710779130, 2024/3/18 16:25:30,50.41,30.79,770.06,2675.06,4179.69,33.62,36.19,2616,1164
2331999,1710779132, 2024/3/18 16:25:32,50.42,30.78,770.44,2675.25,4179.69,33.62,36.19,2616,1165
2333999,1710779134, 2024/3/18 16:25:34,50.42,30.79,770.44,2675.06,4179.69,33.62,36.19,2616,1166
2335998,1710779136, 2024/3/18 16:25:36,50.41,30.82,770.63,2675.44,4179.69,33.62,36.19,2616,1167
2337998,1710779138, 2024/3/18 16:25:38,50.42,30.82,770.44,2674.69,4194.34,33.62,36.19,2616,1168
2339999,1710779140, 2024/3/18 16:25:40,50.38,30.81,770.63,2674.69,4194.34,33.62,36.19,2616,1169
2341998,1710779142, 2024/3/18 16:25:42,50.4,30.82,770.81,2674.69,4194.34,33.62,36.19,2616,1170
2343999,1710779144, 2024/3/18 16:25:44,50.4,30.82,771.56,2675.44,4179.69,33.58,36.21,2622,1171
2345999,1710779146, 2024/3/18 16:25:46,50.41,30.81,771.75,2675.62,4179.69,33.58,36.21,2622,1172
2347999,1710779148, 2024/3/18 16:25:48,50.39,30.82,771.94,2675.44,4179.69,33.58,36.21,2622,1173
2349999,1710779150, 2024/3/18 16:25:50,50.35,30.83,772.31,2675.25,4179.69,33.58,36.21,2622,1174
2351998,1710779152, 2024/3/18 16:25:52,50.39,30.83,772.5,2675.44,4179.69,33.58,36.21,2622,1175
2353999,1710779154, 2024/3/18 16:25:54,50.39,30.83,772.88,2675.44,4184.57,33.58,36.21,2622,1176
2355999,1710779156, 2024/3/18 16:25:56,50.35,30.81,772.88,2675.44,4179.69,33.58,36.21,2622,1177
2357999,1710779158, 2024/3/18 16:25:58,50.38,30.82,772.5,2674.87,4194.34,33.58,36.21,2622,1178
2359999,1710779160, 2024/3/18 16:26:0,50.38,30.82,772.69,2675.06,4194.34,33.58,36.21,2622,1179
2361999,1710779162, 2024/3/18 16:26:2,50.34,30.83,772.88,2675.06,4194.34,33.58,36.21,2622,1180
2363999,1710779164, 2024/3/18 16:26:4,50.37,30.84,773.81,2675.62,4179.69,33.53,36.24,2620,1181
2365999,1710779166, 2024/3/18 16:26:6,50.32,30.84,774,2675.62,4179.69,33.53,36.24,2620,1182
2367998,1710779168, 2024/3/18 16:26:8,50.36,30.85,774.19,2675.62,4184.57,33.53,36.24,2620,1183
2369999,1710779170, 2024/3/18 16:26:10,50.35,30.84,774.38,2675.81,4179.69,33.53,36.24,2620,1184
2371999,1710779172, 2024/3/18 16:26:12,50.33,30.84,774.75,2675.81,4179.69,33.53,36.24,2620,1185
2373999,1710779174, 2024/3/18 16:26:14,50.34,30.85,774.94,2675.62,4179.69,33.53,36.24,2620,1186
2375999,1710779176, 2024/3/18 16:26:16,50.33,30.85,775.13,2675.81,4184.57,33.53,36.24,2620,1187
2377999,1710779178, 2024/3/18 16:26:18,50.32,30.84,774.75,2675.25,4194.34,33.53,36.24,2620,1188
2379999,1710779180, 2024/3/18 16:26:20,50.33,30.85,774.94,2675.25,4194.34,33.53,36.24,2620,1189
2381999,1710779182, 2024/3/18 16:26:22,50.32,30.87,775.13,2675.25,4194.34,33.53,36.24,2620,1190
2384000,1710779184, 2024/3/18 16:26:24,50.34,30.85,775.88,2676,4179.69,33.48,36.26,2622,1191
2385998,1710779186, 2024/3/18 16:26:26,50.32,30.85,776.06,2676,4179.69,33.48,36.26,2622,1192
2388000,1710779188, 2024/3/18 16:26:28,50.31,30.86,776.25,2675.81,4179.69,33.48,36.26,2622,1193
2389999,1710779190, 2024/3/18 16:26:30,50.29,30.86,776.63,2676,4179.69,33.48,36.26,2622,1194
2391999,1710779192, 2024/3/18 16:26:32,50.26,30.84,776.81,2675.81,4179.69,33.48,36.26,2622,1195
2393999,1710779194, 2024/3/18 16:26:34,50.3,30.87,777.19,2676,4179.69,33.48,36.26,2622,1196
2395999,1710779196, 2024/3/18 16:26:36,50.3,30.85,777.19,2676,4179.69,33.48,36.26,2622,1197
2397999,1710779198, 2024/3/18 16:26:38,50.29,30.86,776.81,2675.62,4194.34,33.48,36.26,2622,1198
2400000,1710779200, 2024/3/18 16:26:40,50.27,30.88,777.19,2675.25,4194.34,33.48,36.26,2622,1199
