Serial number: 20240001,,,,,,,,,,,,,
Software version: 3.0,,,,,,,,,,,,,
,,,,,,,,,,,,,
millis,stampunix,datetime,RH,tempC,CH4smV, CH4rmV, VbatmV, K33_RH, K33_Temp, K33_CO2, SampleNumber, PumpCycle,Serial number
1967998,1710778768, 2024/3/18 16:19:28,51.11,30.41,726.19,2669.62,4179.69,0,0,0,983,1,1
1969998,1710778770, 2024/3/18 16:19:30,51.13,30.4,726.38,2669.44,4179.69,0,0,0,984,1,1
1971999,1710778772, 2024/3/18 16:19:32,51.13,30.43,726.75,2669.44,4179.69,0,0,0,985,1,1
1973999,1710778774, 2024/3/18 16:19:34,51.11,30.4,726.94,2669.62,4179.69,0,0,0,986,1,1
1976000,1710778776, 2024/3/18 16:19:36,51.12,30.39,727.31,2669.81,4179.69,0,0,0,987,1,1
1978000,1710778778, 2024/3/18 16:19:38,51.14,30.42,726.94,2669.06,4194.34,0,0,0,988,1,1
1979999,1710778780, 2024/3/18 16:19:40,51.11,30.41,727.31,2669.25,4194.34,0,0,0,989,1,1
1981999,1710778782, 2024/3/18 16:19:42,51.1,30.43,727.5,2669.06,4194.34,0,0,0,990,1,1
1984000,1710778784, 2024/3/18 16:19:44,51.12,30.43,728.44,2669.62,4179.69,0,0,0,991,1,1
1985999,1710778786, 2024/3/18 16:19:46,51.1,30.43,728.81,2670,4179.69,0,0,0,992,1,1
1987999,1710778788, 2024/3/18 16:19:48,51.07,30.42,728.81,2670,4179.69,0,0,0,993,1,1
1989999,1710778790, 2024/3/18 16:19:50,51.07,30.42,729,2670,4179.69,0,0,0,994,1,1
1991999,1710778792, 2024/3/18 16:19:52,51.05,30.42,729.56,2669.81,4179.69,0,0,0,995,1,1
1993999,1710778794, 2024/3/18 16:19:54,51.1,30.44,729.75,2669.81,4179.69,0,0,0,996,1,1
1995999,1710778796, 2024/3/18 16:19:56,51.07,30.42,730.13,2669.81,4179.69,0,0,0,997,1,1
1997999,1710778798, 2024/3/18 16:19:58,51.1,30.43,729.56,2669.62,4194.34,0,0,0,998,1,1
1999998,1710778800, 2024/3/18 16:20:0,51.09,30.42,729.94,2669.44,4194.34,0,0,0,999,1,1
2001998,1710778802, 2024/3/18 16:20:2,51.05,30.44,730.31,2669.44,4194.34,0,0,0,1000,1,1
2003998,1710778804, 2024/3/18 16:20:4,51.07,30.44,731.06,2670.37,4179.69,0,0,0,1001,1,1
2005999,1710778806, 2024/3/18 16:20:6,51.08,30.46,731.25,2670.19,4179.69,0,0,0,1002,1,1
2007999,1710778808, 2024/3/18 16:20:8,51.06,30.46,731.44,2670.19,4179.69,0,0,0,1003,1,1
2010000,1710778810, 2024/3/18 16:20:10,51.07,30.46,732,2670.37,4179.69,0,0,0,1004,1,1
2011999,1710778812, 2024/3/18 16:20:12,51.06,30.46,732.19,2670.19,4179.69,0,0,0,1005,1,1
2013999,1710778814, 2024/3/18 16:20:14,51.04,30.46,732.19,2670.19,4184.57,0,0,0,1006,1,1
2015998,1710778816, 2024/3/18 16:20:16,51.05,30.45,732.56,2670.37,4179.69,0,0,0,1007,1,1
2017999,1710778818, 2024/3/18 16:20:18,51.04,30.46,732.38,2669.81,4194.34,0,0,0,1008,1,1
2020000,1710778820, 2024/3/18 16:20:20,51.02,30.46,732.56,2669.81,4194.34,0,0,0,1009,1,1
2021999,1710778822, 2024/3/18 16:20:22,51,30.47,732.94,2670,4194.34,0,0,0,1010,1,1
2024000,1710778824, 2024/3/18 16:20:24,51.04,30.46,733.5,2670.37,4179.69,0,0,0,1011,1,1
2026000,1710778826, 2024/3/18 16:20:26,51.02,30.49,733.88,2670.75,4179.69,0,0,0,1012,1,1
2027999,1710778828, 2024/3/18 16:20:28,51.02,30.47,734.06,2670.94,4179.69,0,0,0,1013,1,1
2029999,1710778830, 2024/3/18 16:20:30,51.02,30.48,734.25,2670.56,4179.69,0,0,0,1014,1,1
2031998,1710778832, 2024/3/18 16:20:32,51.01,30.47,734.63,2670.37,4184.57,0,0,0,1015,1,1
2033999,1710778834, 2024/3/18 16:20:34,51,30.48,734.81,2670.56,4179.69,0,0,0,1016,1,1
2035999,1710778836, 2024/3/18 16:20:36,50.99,30.48,735.19,2670.75,4179.69,0,0,0,1017,1,1
2037999,1710778838, 2024/3/18 16:20:38,50.98,30.47,734.81,2670.19,4194.34,0,0,0,1018,1,1
2039999,1710778840, 2024/3/18 16:20:40,50.98,30.48,735,2670.19,4194.34,0,0,0,1019,1,1
2041999,1710778842, 2024/3/18 16:20:42,51.02,30.51,735.38,2670.37,4194.34,0,0,0,1020,1,1
2044000,1710778844, 2024/3/18 16:20:44,50.99,30.47,736.13,2670.75,4179.69,0,0,0,1021,1,1
2045999,1710778846, 2024/3/18 16:20:46,51,30.5,736.5,2671.12,4184.57,0,0,0,1022,1,1
2047998,1710778848, 2024/3/18 16:20:48,50.94,30.48,736.5,2671.12,4179.69,0,0,0,1023,1,1
2049998,1710778850, 2024/3/18 16:20:50,50.96,30.48,736.69,2670.94,4179.69,0,0,0,1024,1,1
2051999,1710778852, 2024/3/18 16:20:52,50.99,30.51,737.25,2671.12,4179.69,0,0,0,1025,1,1
2054000,1710778854, 2024/3/18 16:20:54,50.97,30.51,737.44,2670.94,4179.69,0,0,0,1026,1,1
2055999,1710778856, 2024/3/18 16:20:56,50.97,30.48,737.63,2671.12,4179.69,0,0,0,1027,1,1
2057999,1710778858, 2024/3/18 16:20:58,50.98,30.52,737.44,2670.56,4194.34,0,0,0,1028,1,1
2059999,1710778860, 2024/3/18 16:21:0,50.97,30.54,737.63,2670.56,4194.34,0,0,0,1029,1,1
2062000,1710778862, 2024/3/18 16:21:2,50.95,30.53,737.63,2670.75,4194.34,0,0,0,1030,1,1
2063998,1710778864, 2024/3/18 16:21:4,50.97,30.51,738.75,2671.31,4179.69,0,0,0,1031,1,1
2065999,1710778866, 2024/3/18 16:21:6,50.95,30.51,738.94,2671.31,4179.69,0,0,0,1032,1,1
2067998,1710778868, 2024/3/18 16:21:8,50.96,30.53,739.13,2671.12,4179.69,0,0,0,1033,1,1
2069999,1710778870, 2024/3/18 16:21:10,50.97,30.52,739.31,2671.5,4179.69,0,0,0,1034,1,1
2071999,1710778872, 2024/3/18 16:21:12,50.94,30.54,739.69,2671.12,4179.69,0,0,0,1035,1,1
2073999,1710778874, 2024/3/18 16:21:14,50.93,30.54,739.88,2671.5,4184.57,0,0,0,1036,1,1
2075999,1710778876, 2024/3/18 16:21:16,50.93,30.52,740.06,2671.5,4179.69,0,0,0,1037,1,1
2077999,1710778878, 2024/3/18 16:21:18,50.92,30.54,739.88,2670.94,4194.34,0,0,0,1038,1,1
2080000,1710778880, 2024/3/18 16:21:20,50.91,30.54,740.25,2670.94,4194.34,0,0,0,1039,1,1
2081999,1710778882, 2024/3/18 16:21:22,50.91,30.54,740.44,2671.12,4194.34,0,0,0,1040,1,1
2083998,1710778884, 2024/3/18 16:21:24,50.88,30.53,741.38,2671.69,4179.69,0,0,0,1041,1,1
2085999,1710778886, 2024/3/18 16:21:26,50.93,30.55,741.56,2671.5,4179.69,0,0,0,1042,1,1
2087999,1710778888, 2024/3/18 16:21:28,50.89,30.54,741.75,2671.69,4179.69,0,0,0,1043,1,1
2089999,1710778890, 2024/3/18 16:21:30,50.92,30.57,741.94,2671.87,4179.69,0,0,0,1044,1,1
2091999,1710778892, 2024/3/18 16:21:32,50.88,30.56,742.31,2671.5,4179.69,0,0,0,1045,1,1
2093999,1710778894, 2024/3/18 16:21:34,50.88,30.54,742.5,2671.5,4184.57,0,0,0,1046,1,1
2096000,1710778896, 2024/3/18 16:21:36,50.87,30.55,742.88,2671.69,4179.69,0,0,0,1047,1,1
2097998,1710778898, 2024/3/18 16:21:38,50.87,30.55,742.5,2671.31,4194.34,0,0,0,1048,1,1
2099999,1710778900, 2024/3/18 16:21:40,50.86,30.55,742.69,2671.12,4194.34,0,0,0,1049,1,1
2101999,1710778902, 2024/3/18 16:21:42,50.9,30.56,742.88,2671.31,4194.34,0,0,0,1050,1,1
2104000,1710778904, 2024/3/18 16:21:44,50.91,30.59,743.81,2672.06,4179.69,0,0,0,1051,1,1
2105999,1710778906, 2024/3/18 16:21:46,50.86,30.57,744,2672.06,4179.69,0,0,0,1052,1,1
2107999,1710778908, 2024/3/18 16:21:48,50.85,30.58,744.19,2672.25,4179.69,0,0,0,1053,1,1
2109999,1710778910, 2024/3/18 16:21:50,50.87,30.61,744.56,2671.87,4179.69,0,0,0,1054,1,1
2112000,1710778912, 2024/3/18 16:21:52,50.88,30.59,744.94,2672.25,4179.69,0,0,0,1055,1,1
2113999,1710778914, 2024/3/18 16:21:54,50.87,30.56,745.13,2671.87,4179.69,0,0,0,1056,1,1
2116000,1710778916, 2024/3/18 16:21:56,50.85,30.56,745.31,2672.06,4179.69,0,0,0,1057,1,1
2117999,1710778918, 2024/3/18 16:21:58,50.85,30.59,744.94,2671.69,4194.34,0,0,0,1058,1,1
2119999,1710778920, 2024/3/18 16:22:0,50.84,30.6,745.13,2671.69,4194.34,0,0,0,1059,1,1
2122000,1710778922, 2024/3/18 16:22:2,50.83,30.6,745.69,2671.69,4194.34,0,0,0,1060,1,1
2123999,1710778924, 2024/3/18 16:22:4,50.85,30.58,746.44,2672.44,4179.69,0,0,0,1061,1,1
2126000,1710778926, 2024/3/18 16:22:6,50.83,30.6,746.63,2672.25,4179.69,0,0,0,1062,1,1
2127998,1710778928, 2024/3/18 16:22:8,50.83,30.62,747,2672.25,4179.69,0,0,0,1063,1,1
2129999,1710778930, 2024/3/18 16:22:10,50.83,30.6,747.19,2672.44,4179.69,0,0,0,1064,1,1
2131999,1710778932, 2024/3/18 16:22:12,50.83,30.6,747.38,2672.44,4179.69,0,0,0,1065,1,1
2133999,1710778934, 2024/3/18 16:22:14,50.81,30.59,747.56,2672.44,4179.69,0,0,0,1066,1,1
2135999,1710778936, 2024/3/18 16:22:16,50.82,30.6,747.94,2672.44,4179.69,0,0,0,1067,1,1
2137999,1710778938, 2024/3/18 16:22:18,50.78,30.6,747.38,2672.06,4194.34,0,0,0,1068,1,1
2139999,1710778940, 2024/3/18 16:22:20,50.77,30.62,747.75,2672.06,4194.34,0,0,0,1069,1,1
2141999,1710778942, 2024/3/18 16:22:22,50.77,30.62,747.94,2671.69,4194.34,0,0,0,1070,1,1
2144000,1710778944, 2024/3/18 16:22:24,50.79,30.61,748.88,2672.62,4179.69,0,0,0,1071,1,1
2145999,1710778946, 2024/3/18 16:22:26,50.8,30.63,749.06,2672.62,4184.57,0,0,0,1072,1,1
2147998,1710778948, 2024/3/18 16:22:28,50.79,30.62,749.44,2672.62,4179.69,0,0,0,1073,1,1
2149998,1710778950, 2024/3/18 16:22:30,50.8,30.61,749.63,2672.81,4184.57,0,0,0,1074,1,1
2151999,1710778952, 2024/3/18 16:22:32,50.77,30.63,749.81,2672.62,4179.69,0,0,0,1075,1,1
2153999,1710778954, 2024/3/18 16:22:34,50.77,30.62,750.19,2672.81,4179.69,0,0,0,1076,1,1
2156000,1710778956, 2024/3/18 16:22:36,50.76,30.63,750.38,2672.81,4179.69,0,0,0,1077,1,1
2157999,1710778958, 2024/3/18 16:22:38,50.74,30.62,750,2672.06,4194.34,0,0,0,1078,1,1
2160000,1710778960, 2024/3/18 16:22:40,50.75,30.63,750.19,2672.25,4194.34,0,0,0,1079,1,1
2161999,1710778962, 2024/3/18 16:22:42,50.75,30.64,750.38,2672.25,4194.34,0,0,0,1080,1,1
2163999,1710778964, 2024/3/18 16:22:44,50.72,30.65,751.31,2673,4179.69,0,0,0,1081,1,1
2165999,1710778966, 2024/3/18 16:22:46,50.74,30.63,751.5,2673,4179.69,0,0,0,1082,1,1
2167999,1710778968, 2024/3/18 16:22:48,50.75,30.64,751.88,2673,4179.69,0,0,0,1083,1,1
2170000,1710778970, 2024/3/18 16:22:50,50.73,30.63,752.06,2673,4179.69,0,0,0,1084,1,1
2171999,1710778972, 2024/3/18 16:22:52,50.72,30.63,752.25,2673.19,4179.69,0,0,0,1085,1,1
2173999,1710778974, 2024/3/18 16:22:54,50.74,30.65,752.63,2673,4179.69,0,0,0,1086,1,1
2175998,1710778976, 2024/3/18 16:22:56,50.74,30.67,752.81,2673,4179.69,0,0,0,1087,1,1
2177999,1710778978, 2024/3/18 16:22:58,50.74,30.63,752.63,2672.62,4194.34,0,0,0,1088,1,1
2179999,1710778980, 2024/3/18 16:23:0,50.7,30.66,752.81,2672.62,4194.34,0,0,0,1089,1,1
2181999,1710778982, 2024/3/18 16:23:2,50.7,30.67,752.81,2672.62,4194.34,0,0,0,1090,1,1
2184000,1710778984, 2024/3/18 16:23:4,50.7,30.67,753.94,2673.19,4179.69,0,0,0,1091,1,1
2185999,1710778986, 2024/3/18 16:23:6,50.71,30.66,754.13,2673.38,4179.69,0,0,0,1092,1,1
2187999,1710778988, 2024/3/18 16:23:8,50.68,30.67,754.31,2673.19,4184.57,0,0,0,1093,1,1
2189999,1710778990, 2024/3/18 16:23:10,50.69,30.67,754.5,2673.56,4184.57,0,0,0,1094,1,1
2192000,1710778992, 2024/3/18 16:23:12,50.7,30.67,754.88,2673.19,4179.69,0,0,0,1095,1,1
2193998,1710778994, 2024/3/18 16:23:14,50.68,30.67,755.06,2673.38,4184.57,0,0,0,1096,1,1
2195999,1710778996, 2024/3/18 16:23:16,50.7,30.67,755.44,2673.56,4179.69,0,0,0,1097,1,1
2197999,1710778998, 2024/3/18 16:23:18,50.67,30.67,755.25,2672.81,4194.34,0,0,0,1098,1,1
2199999,1710779000, 2024/3/18 16:23:20,50.69,30.67,755.44,2672.81,4194.34,0,0,0,1099,1,1
2201999,1710779002, 2024/3/18 16:23:22,50.68,30.69,755.63,2673,4194.34,0,0,0,1100,1,1
2203999,1710779004, 2024/3/18 16:23:24,50.68,30.68,756.56,2673.38,4179.69,0,0,0,1101,1,1
2205999,1710779006, 2024/3/18 16:23:26,50.68,30.69,756.75,2673.38,4179.69,0,0,0,1102,1,1
2207998,1710779008, 2024/3/18 16:23:28,50.7,30.69,756.94,2673.75,4179.69,0,0,0,1103,1,1
2209999,1710779010, 2024/3/18 16:23:30,50.69,30.7,757.31,2673.56,4184.57,0,0,0,1104,1,1
2211999,1710779012, 2024/3/18 16:23:32,50.65,30.7,757.31,2673.75,4179.69,0,0,0,1105,1,1
2213999,1710779014, 2024/3/18 16:23:34,50.65,30.68,757.5,2673.56,4184.57,0,0,0,1106,1,1
2216000,1710779016, 2024/3/18 16:23:36,50.63,30.71,757.69,2673.75,4184.57,0,0,0,1107,1,1
2217999,1710779018, 2024/3/18 16:23:38,50.62,30.7,757.69,2673.19,4194.34,0,0,0,1108,1,1
2219999,1710779020, 2024/3/18 16:23:40,50.66,30.71,757.69,2673.19,4194.34,0,0,0,1109,1,1
2221999,1710779022, 2024/3/18 16:23:42,50.63,30.71,758.06,2673.19,4194.34,0,0,0,1110,1,1
2223998,1710779024, 2024/3/18 16:23:44,50.65,30.69,758.81,2673.38,4179.69,0,0,0,1111,1,1
2225999,1710779026, 2024/3/18 16:23:46,50.62,30.71,759,2673.94,4179.69,0,0,0,1112,1,1
2227999,1710779028, 2024/3/18 16:23:48,50.62,30.71,759.19,2673.75,4179.69,0,0,0,1113,1,1
2229999,1710779030, 2024/3/18 16:23:50,50.57,30.72,759.56,2673.75,4179.69,0,0,0,1114,1,1
2231999,1710779032, 2024/3/18 16:23:52,50.62,30.71,759.94,2673.75,4179.69,0,0,0,1115,1,1
2233999,1710779034, 2024/3/18 16:23:54,50.6,30.7,759.94,2673.94,4179.69,0,0,0,1116,1,1
2235999,1710779036, 2024/3/18 16:23:56,50.6,30.71,760.5,2673.94,4179.69,0,0,0,1117,1,1
2237999,1710779038, 2024/3/18 16:23:58,50.59,30.71,759.94,2673.75,4194.34,0,0,0,1118,1,1
2240000,1710779040, 2024/3/18 16:24:0,50.6,30.71,760.13,2673.38,4194.34,0,0,0,1119,1,1
2241998,1710779042, 2024/3/18 16:24:2,50.57,30.73,760.31,2673.56,4194.34,0,0,0,1120,1,1
2243998,1710779044, 2024/3/18 16:24:4,50.59,30.73,761.25,2673.94,4179.69,0,0,0,1121,1,1
2245999,1710779046, 2024/3/18 16:24:6,50.59,30.72,761.63,2673.94,4179.69,0,0,0,1122,1,1
2248000,1710779048, 2024/3/18 16:24:8,50.59,30.74,761.63,2674.12,4179.69,0,0,0,1123,1,1
2249999,1710779050, 2024/3/18 16:24:10,50.58,30.73,762.19,2674.12,4179.69,0,0,0,1124,1,1
2251999,1710779052, 2024/3/18 16:24:12,50.58,30.75,762.19,2673.94,4179.69,0,0,0,1125,1,1
2253999,1710779054, 2024/3/18 16:24:14,50.57,30.74,762.56,2674.31,4184.57,0,0,0,1126,1,1
2256000,1710779056, 2024/3/18 16:24:16,50.56,30.76,762.56,2674.12,4179.69,0,0,0,1127,1,1
2257999,1710779058, 2024/3/18 16:24:18,50.57,30.75,762.19,2673.75,4194.34,0,0,0,1128,1,1
2259999,1710779060, 2024/3/18 16:24:20,50.56,30.73,762.56,2673.75,4194.34,0,0,0,1129,1,1
2261999,1710779062, 2024/3/18 16:24:22,50.55,30.74,762.75,2673.56,4194.34,0,0,0,1130,1,1
2264000,1710779064, 2024/3/18 16:24:24,50.54,30.76,763.5,2674.31,4179.69,0,0,0,1131,1,1
2266000,1710779066, 2024/3/18 16:24:26,50.52,30.73,763.69,2674.31,4179.69,0,0,0,1132,1,1
2267999,1710779068, 2024/3/18 16:24:28,50.51,30.75,764.06,2674.31,4179.69,0,0,0,1133,1,1
2269999,1710779070, 2024/3/18 16:24:30,50.52,30.74,764.06,2674.31,4179.69,0,0,0,1134,1,1
2271998,1710779072, 2024/3/18 16:24:32,50.51,30.74,764.25,2674.5,4179.69,0,0,0,1135,1,1
2273999,1710779074, 2024/3/18 16:24:34,50.51,30.74,764.63,2674.5,4184.57,0,0,0,1136,1,1
2275999,1710779076, 2024/3/18 16:24:36,50.52,30.75,764.81,2674.69,4179.69,0,0,0,1137,1,1
2277999,1710779078, 2024/3/18 16:24:38,50.53,30.77,764.44,2673.94,4194.34,0,0,0,1138,1,1
2279999,1710779080, 2024/3/18 16:24:40,50.52,30.76,764.63,2673.94,4194.34,0,0,0,1139,1,1
2281999,1710779082, 2024/3/18 16:24:42,50.53,30.77,764.81,2673.94,4194.34,0,0,0,1140,1,1
2283999,1710779084, 2024/3/18 16:24:44,50.51,30.76,765.75,2674.5,4179.69,0,0,0,1141,1,1
2285999,1710779086, 2024/3/18 16:24:46,50.52,30.76,765.75,2674.5,4179.69,0,0,0,1142,1,1
2287998,1710779088, 2024/3/18 16:24:48,50.49,30.75,765.94,2674.69,4179.69,0,0,0,1143,1,1
2289998,1710779090, 2024/3/18 16:24:50,50.49,30.78,766.13,2674.87,4179.69,0,0,0,1144,1,1
2291999,1710779092, 2024/3/18 16:24:52,50.51,30.79,766.31,2674.69,4179.69,0,0,0,1145,1,1
2293999,1710779094, 2024/3/18 16:24:54,50.5,30.76,766.5,2674.5,4179.69,0,0,0,1146,1,1
2295999,1710779096, 2024/3/18 16:24:56,50.5,30.79,766.69,2674.87,4179.69,0,0,0,1147,1,1
2297999,1710779098, 2024/3/18 16:24:58,50.51,30.77,766.5,2674.31,4194.34,0,0,0,1148,1,1
2299999,1710779100, 2024/3/18 16:25:0,50.46,30.78,766.5,2674.12,4194.34,0,0,0,1149,1,1
2301999,1710779102, 2024/3/18 16:25:2,50.47,30.79,766.69,2674.12,4194.34,0,0,0,1150,1,1
2304000,1710779104, 2024/3/18 16:25:4,50.47,30.77,767.44,2674.69,4179.69,0,0,0,1151,1,1
2305999,1710779106, 2024/3/18 16:25:6,50.45,30.76,767.81,2674.87,4179.69,0,0,0,1152,1,1
2307998,1710779108, 2024/3/18 16:25:8,50.49,30.78,768,2674.87,4179.69,0,0,0,1153,1,1
2309999,1710779110, 2024/3/18 16:25:10,50.48,30.78,768.19,2674.87,4179.69,0,0,0,1154,1,1
2311999,1710779112, 2024/3/18 16:25:12,50.47,30.79,768.19,2674.87,4179.69,0,0,0,1155,1,1
2314000,1710779114, 2024/3/18 16:25:14,50.44,30.79,768.56,2674.87,4184.57,0,0,0,1156,1,1
2315999,1710779116, 2024/3/18 16:25:16,50.44,30.79,768.56,2675.06,4179.69,0,0,0,1157,1,1
2317999,1710779118, 2024/3/18 16:25:18,50.45,30.79,768.38,2674.31,4194.34,0,0,0,1158,1,1
2319998,1710779120, 2024/3/18 16:25:20,50.46,30.79,768.56,2674.5,4194.34,0,0,0,1159,1,1
2321999,1710779122, 2024/3/18 16:25:22,50.44,30.8,768.56,2674.5,4194.34,0,0,0,1160,1,1
2323998,1710779124, 2024/3/18 16:25:24,50.41,30.79,769.5,2675.25,4179.69,0,0,0,1161,1,1
2325999,1710779126, 2024/3/18 16:25:26,50.45,30.79,769.5,2675.06,4179.69,0,0,0,1162,1,1
2327999,1710779128, 2024/3/18 16:25:28,50.42,30.8,769.88,2675.25,4184.57,0,0,0,1163,1,1
2329999,1710779130, 2024/3/18 16:25:30,50.41,30.79,770.06,2675.06,4179.69,0,0,0,1164,1,1
2331999,1710779132, 2024/3/18 16:25:32,50.42,30.78,770.44,2675.25,4179.69,0,0,0,1165,1,1
2333999,1710779134, 2024/3/18 16:25:34,50.42,30.79,770.44,2675.06,4179.69,0,0,0,1166,1,1
2335998,1710779136, 2024/3/18 16:25:36,50.41,30.82,770.63,2675.44,4179.69,0,0,0,1167,1,1
2337998,1710779138, 2024/3/18 16:25:38,50.42,30.82,770.44,2674.69,4194.34,0,0,0,1168,1,1
2339999,1710779140, 2024/3/18 16:25:40,50.38,30.81,770.63,2674.69,4194.34,0,0,0,1169,1,1
2341998,1710779142, 2024/3/18 16:25:42,50.4,30.82,770.81,2674.69,4194.34,0,0,0,1170,1,1
2343999,1710779144, 2024/3/18 16:25:44,50.4,30.82,771.56,2675.44,4179.69,0,0,0,1171,1,1
2345999,1710779146, 2024/3/18 16:25:46,50.41,30.81,771.75,2675.62,4179.69,0,0,0,1172,1,1
2347999,1710779148, 2024/3/18 16:25:48,50.39,30.82,771.94,2675.44,4179.69,0,0,0,1173,1,1
2349999,1710779150, 2024/3/18 16:25:50,50.35,30.83,772.31,2675.25,4179.69,0,0,0,1174,1,1
2351998,1710779152, 2024/3/18 16:25:52,50.39,30.83,772.5,2675.44,4179.69,0,0,0,1175,1,1
2353999,1710779154, 2024/3/18 16:25:54,50.39,30.83,772.88,2675.44,4184.57,0,0,0,1176,1,1
2355999,1710779156, 2024/3/18 16:25:56,50.35,30.81,772.88,2675.44,4179.69,0,0,0,1177,1,1
2357999,1710779158, 2024/3/18 16:25:58,50.38,30.82,772.5,2674.87,4194.34,0,0,0,1178,1,1
2359999,1710779160, 2024/3/18 16:26:0,50.38,30.82,772.69,2675.06,4194.34,0,0,0,1179,1,1
2361999,1710779162, 2024/3/18 16:26:2,50.34,30.83,772.88,2675.06,4194.34,0,0,0,1180,1,1
2363999,1710779164, 2024/3/18 16:26:4,50.37,30.84,773.81,2675.62,4179.69,0,0,0,1181,1,1
2365999,1710779166, 2024/3/18 16:26:6,50.32,30.84,774,2675.62,4179.69,0,0,0,1182,1,1
2367998,1710779168, 2024/3/18 16:26:8,50.36,30.85,774.19,2675.62,4184.57,0,0,0,1183,1,1
2369999,1710779170, 2024/3/18 16:26:10,50.35,30.84,774.38,2675.81,4179.69,0,0,0,1184,1,1
2371999,1710779172, 2024/3/18 16:26:12,50.33,30.84,774.75,2675.81,4179.69,0,0,0,1185,1,1
2373999,1710779174, 2024/3/18 16:26:14,50.34,30.85,774.94,2675.62,4179.69,0,0,0,1186,1,1
2375999,1710779176, 2024/3/18 16:26:16,50.33,30.85,775.13,2675.81,4184.57,0,0,0,1187,1,1
2377999,1710779178, 2024/3/18 16:26:18,50.32,30.84,774.75,2675.25,4194.34,0,0,0,1188,1,1
2379999,1710779180, 2024/3/18 16:26:20,50.33,30.85,774.94,2675.25,4194.34,0,0,0,1189,1,1
2381999,1710779182, 2024/3/18 16:26:22,50.32,30.87,775.13,2675.25,4194.34,0,0,0,1190,1,1
2384000,1710779184, 2024/3/18 16:26:24,50.34,30.85,775.88,2676,4179.69,0,0,0,1191,1,1
2385998,1710779186, 2024/3/18 16:26:26,50.32,30.85,776.06,2676,4179.69,0,0,0,1192,1,1
2388000,1710779188, 2024/3/18 16:26:28,50.31,30.86,776.25,2675.81,4179.69,0,0,0,1193,1,1
2389999,1710779190, 2024/3/18 16:26:30,50.29,30.86,776.63,2676,4179.69,0,0,0,1194,1,1
2391999,1710779192, 2024/3/18 16:26:32,50.26,30.84,776.81,2675.81,4179.69,0,0,0,1195,1,1
2393999,1710779194, 2024/3/18 16:26:34,50.3,30.87,777.19,2676,4179.69,0,0,0,1196,1,1
2395999,1710779196, 2024/3/18 16:26:36,50.3,30.85,777.19,2676,4179.69,0,0,0,1197,1,1
2397999,1710779198, 2024/3/18 16:26:38,50.29,30.86,776.81,2675.62,4194.34,0,0,0,1198,1,1
2400000,1710779200, 2024/3/18 16:26:40,50.27,30.88,777.19,2675.25,4194.34,0,0,0,1199,1,1
